12.5615,52,32740,471834,1.99829,
11.2233,373,
11.6093,1165,
12.0769,3569,
12.0194,7033,
12.1253,11732,
11.8666,15457,
11.5936,16433,
11.6361,15037,
11.5098,12115,
11.6087,8851,
11.4441,5788,
11.7265,3371,
12.9604,1742,
18.5044,915,
18.5348,399,
18.6433,180,
19.3625,72,
17.1452,31,
19.81,10,
24.4667,3,
17.98,5,
74.3,1,
