9.14615,52,238103,257368,16.5763,
9.73029,373,
9.94635,1165,
10.0734,3569,
10.111,7033,
10.2992,11732,
9.96994,15457,
9.71075,16433,
9.61359,15037,
9.57623,12115,
9.62678,8851,
9.54822,5788,
9.86099,3371,
10.6743,1742,
15.3804,915,
15.2877,399,
15.2833,180,
16.3583,72,
15.3581,31,
15.75,10,
21.5667,3,
19.82,5,
25.1,1,
